label,timestamp,latitute,longitude,altitute,accuracy,provider
No activity,1422030874562,NA,NA,NA,NA,NA
Work,1422031193892,46.7800886,6.6598061,0.0,14.142,fused
Rest,1422031629585,46.7800886,6.6598061,0.0,14.142,fused
