label,timestamp,latitute,longitude,altitute,accuracy,provider
No activity,1422005400610,NA,NA,NA,NA,NA
Breakfast,1422005409124,NA,NA,NA,NA,NA
Rest,1422005731227,NA,NA,NA,NA,NA
Coffee,1422005742570,NA,NA,NA,NA,NA
Work,1422006029096,NA,NA,NA,NA,NA
Coffee,1422006329433,NA,NA,NA,NA,NA
