label,timestamp,latitute,longitude,altitute,accuracy,provider
No activity,1422009564639,NA,NA,NA,NA,NA
Lunch,1422010486123,NA,NA,NA,NA,NA
Lunch,1422012306483,NA,NA,NA,NA,NA
Lunch,1422012609113,NA,NA,NA,NA,NA
Coffee,1422012917375,NA,NA,NA,NA,NA
Run,1422016273284,NA,NA,NA,NA,NA
