label,timestamp,latitute,longitude,altitute,accuracy,provider
No activity,1422016780669,NA,NA,NA,NA,NA
Coffee,1422016793035,46.7801058,6.6598009,0.0,15.996,fused
Rest,1422016801588,46.7801058,6.6598009,0.0,15.996,fused
Run,1422017101631,46.7801058,6.6598009,0.0,15.996,fused
