label,timestamp,latitute,longitude,altitute,accuracy,provider
Don't know,1422016780670,NA,NA,NA,NA,NA
Positive,1422016786166,46.7801058,6.6598009,0.0,15.996,fused
Don't know,1422016790324,46.7801058,6.6598009,0.0,15.996,fused
